top-1 output,BFA iteration
8,20
8,20
5,20
6,20
4,20
6,20
5,20
5,20
4,20
1,20
9,20
7,20
4,20
3,20
7,20
2,20
2,20
7,20
9,20
2,20
8,20
2,20
0,20
6,20
9,20
2,20
3,20
0,20
6,20
5,20
3,20
3,20
9,20
0,20
9,20
7,20
9,20
5,20
9,20
0,20
9,20
8,20
5,20
5,20
3,20
1,20
6,20
0,20
6,20
4,20
7,20
8,20
0,20
0,20
1,20
5,20
4,20
6,20
0,20
4,20
4,20
2,20
2,20
3,20
7,20
9,20
4,20
1,20
2,20
0,20
1,20
3,20
8,20
9,20
8,20
6,20
8,20
9,20
7,20
6,20
1,20
4,20
0,20
6,20
9,20
0,20
5,20
4,20
9,20
3,20
1,20
8,20
0,20
0,20
6,20
6,20
4,20
4,20
1,20
2,20
5,20
7,20
5,20
9,20
0,20
8,20
6,20
1,20
8,20
1,20
8,20
3,20
6,20
7,20
8,20
3,20
8,20
0,20
3,20
3,20
9,20
0,20
1,20
6,20
2,20
1,20
7,20
6,20
8,20
2,20
6,20
9,20
4,20
2,20
0,20
4,20
9,20
7,20
3,20
8,20
9,20
0,20
2,20
3,20
5,20
9,20
5,20
0,20
4,20
7,20
1,20
7,20
1,20
1,20
8,20
5,20
7,20
9,20
3,20
9,20
2,20
5,20
0,20
9,20
9,20
0,20
6,20
8,20
9,20
1,20
4,20
3,20
4,20
4,20
8,20
4,20
9,20
9,20
6,20
2,20
6,20
7,20
3,20
8,20
9,20
6,20
3,20
8,20
8,20
4,20
3,20
6,20
2,20
5,20
5,20
0,20
2,20
5,20
3,20
1,20
2,20
8,20
8,20
5,20
9,20
3,20
9,20
7,20
8,20
6,20
8,20
0,20
2,20
6,20
7,20
9,20
9,20
3,20
2,20
6,20
6,20
2,20
4,20
4,20
4,20
1,20
5,20
2,20
4,20
5,20
6,20
4,20
3,20
9,20
5,20
9,20
9,20
5,20
6,20
2,20
1,20
0,20
5,20
8,20
1,20
8,20
3,20
0,20
7,20
4,20
6,20
5,20
3,20
6,20
1,20
6,20
6,20
8,20
4,20
9,20
8,20
5,20
0,20
3,20
0,20
1,20
7,20
6,20
9,20
8,20
1,20
3,20
1,20
2,20
3,20
1,20
4,20
3,20
2,20
9,20
1,20
6,20
5,20
3,20
5,20
0,20
7,20
4,20
2,20
8,20
4,20
8,20
3,20
3,20
3,20
8,20
5,20
8,20
7,20
1,20
2,20
3,20
9,20
6,20
1,20
8,20
5,20
1,20
8,20
1,20
7,20
4,20
5,20
5,20
3,20
1,20
6,20
2,20
0,20
6,20
3,20
3,20
8,20
0,20
8,20
4,20
9,20
3,20
9,20
5,20
8,20
0,20
9,20
5,20
0,20
8,20
3,20
8,20
0,20
1,20
2,20
9,20
7,20
8,20
0,20
3,20
3,20
0,20
8,20
0,20
6,20
7,20
1,20
2,20
5,20
2,20
7,20
6,20
2,20
3,20
8,20
0,20
9,20
6,20
7,20
6,20
6,20
3,20
0,20
8,20
3,20
0,20
6,20
5,20
9,20
1,20
3,20
0,20
0,20
7,20
7,20
5,20
8,20
6,20
9,20
4,20
3,20
8,20
7,20
1,20
3,20
9,20
3,20
3,20
5,20
1,20
9,20
0,20
5,20
1,20
2,20
8,20
8,20
8,20
1,20
4,20
7,20
8,20
9,20
9,20
7,20
3,20
8,20
2,20
3,20
0,20
6,20
2,20
8,20
5,20
2,20
8,20
7,20
0,20
4,20
7,20
8,20
8,20
1,20
0,20
3,20
9,20
9,20
6,20
0,20
0,20
7,20
3,20
6,20
1,20
0,20
9,20
2,20
4,20
2,20
7,20
4,20
2,20
4,20
0,20
8,20
8,20
0,20
1,20
0,20
3,20
3,20
4,20
5,20
5,20
8,20
7,20
0,20
9,20
3,20
0,20
3,20
9,20
1,20
8,20
6,20
8,20
1,20
9,20
2,20
9,20
7,20
3,20
8,20
3,20
3,20
8,20
5,20
2,20
2,20
9,20
0,20
1,20
6,20
1,20
2,20
7,20
6,20
3,20
3,20
6,20
0,20
1,20
6,20
1,20
3,20
5,20
4,20
5,20
3,20
4,20
9,20
0,20
9,20
8,20
9,20
9,20
6,20
4,20
0,20
0,20
8,20
8,20
8,20
6,20
4,20
1,20
8,20
2,20
8,20
7,20
1,20
3,20
7,20
3,20
9,20
1,20
4,20
9,20
8,20
7,20
3,20
0,20
3,20
3,20
6,20
2,20
3,20
2,20
2,20
6,20
1,20
7,20
1,20
1,20
7,20
3,20
1,20
7,20
5,20
7,20
2,20
8,20
4,20
7,20
5,20
2,20
6,20
1,20
7,20
2,20
3,20
6,20
4,20
7,20
6,20
1,20
2,20
6,20
0,20
0,20
0,20
9,20
6,20
0,20
9,20
3,20
3,20
3,20
8,20
9,20
3,20
2,20
1,20
5,20
6,20
2,20
5,20
9,20
3,20
1,20
9,20
9,20
9,20
0,20
2,20
5,20
6,20
5,20
0,20
4,20
2,20
0,20
5,20
1,20
6,20
6,20
9,20
7,20
5,20
0,20
4,20
7,20
3,20
0,20
4,20
6,20
3,20
5,20
9,20
4,20
6,20
6,20
5,20
9,20
2,20
8,20
2,20
8,20
4,20
5,20
4,20
9,20
3,20
6,20
6,20
4,20
2,20
3,20
0,20
6,20
8,20
7,20
6,20
5,20
1,20
6,20
3,20
9,20
0,20
9,20
6,20
2,20
0,20
1,20
7,20
0,20
5,20
9,20
6,20
5,20
3,20
7,20
3,20
9,20
6,20
5,20
1,20
3,20
1,20
8,20
8,20
5,20
3,20
9,20
8,20
1,20
2,20
2,20
2,20
3,20
1,20
7,20
4,20
7,20
0,20
9,20
1,20
8,20
5,20
7,20
6,20
7,20
3,20
9,20
9,20
6,20
6,20
9,20
3,20
0,20
2,20
7,20
4,20
9,20
3,20
9,20
9,20
8,20
2,20
0,20
2,20
0,20
2,20
1,20
7,20
4,20
7,20
5,20
2,20
4,20
4,20
7,20
7,20
0,20
0,20
9,20
1,20
7,20
8,20
8,20
4,20
0,20
4,20
9,20
1,20
3,20
5,20
6,20
1,20
3,20
5,20
7,20
2,20
2,20
2,20
3,20
6,20
2,20
4,20
6,20
6,20
8,20
9,20
0,20
8,20
3,20
7,20
5,20
7,20
6,20
8,20
3,20
8,20
9,20
2,20
5,20
3,20
2,20
3,20
2,20
2,20
7,20
2,20
6,20
9,20
1,20
2,20
4,20
3,20
7,20
8,20
1,20
2,20
3,20
2,20
2,20
5,20
6,20
7,20
8,20
3,20
4,20
5,20
9,20
8,20
6,20
2,20
2,20
8,20
1,20
1,20
2,20
4,20
6,20
9,20
2,20
4,20
0,20
0,20
5,20
5,20
6,20
0,20
7,20
4,20
6,20
2,20
1,20
5,20
9,20
3,20
2,20
6,20
8,20
9,20
3,20
7,20
1,20
7,20
3,20
8,20
6,20
7,20
5,20
5,20
4,20
7,20
1,20
0,20
0,20
6,20
4,20
4,20
9,20
4,20
3,20
4,20
2,20
4,20
9,20
6,20
2,20
2,20
6,20
6,20
2,20
3,20
2,20
0,20
8,20
8,20
1,20
2,20
6,20
9,20
4,20
5,20
1,20
6,20
6,20
1,20
6,20
9,20
0,20
8,20
3,20
6,20
1,20
0,20
5,20
9,20
3,20
3,20
0,20
7,20
0,20
8,20
6,20
4,20
3,20
1,20
3,20
0,20
1,20
1,20
2,20
9,20
3,20
7,20
8,20
9,20
5,20
8,20
3,20
3,20
1,20
9,20
2,20
5,20
3,20
6,20
9,20
1,20
5,20
5,20
0,20
5,20
0,20
3,20
8,20
4,20
2,20
9,20
9,20
8,20
1,20
9,20
9,20
7,20
2,20
7,20
5,20
2,20
4,20
4,20
3,20
3,20
2,20
7,20
0,20
3,20
7,20
1,20
2,20
5,20
2,20
9,20
7,20
9,20
1,20
4,20
2,20
1,20
1,20
6,20
5,20
4,20
8,20
9,20
8,20
0,20
3,20
1,20
4,20
3,20
7,20
7,20
2,20
6,20
1,20
3,20
2,20
7,20
8,20
2,20
9,20
3,20
4,20
3,20
2,20
3,20
8,20
8,20
0,20
9,20
2,20
8,20
2,20
3,20
2,20
1,20
7,20
7,20
3,20
4,20
0,20
7,20
9,20
9,20
8,20
6,20
8,20
2,20
5,20
2,20
5,20
9,20
3,20
7,20
4,20
1,20
3,20
6,20
9,20
1,20
7,20
8,20
4,20
1,20
3,20
0,20
8,20
8,20
8,20
7,20
8,20
3,20
8,20
0,20
0,20
8,20
2,20
4,20
5,20
3,20
0,20
5,20
5,20
3,20
4,20
6,20
0,20
3,20
9,20
2,20
9,20
4,20
2,20
8,20
8,20
6,20
9,20
0,20
3,20
6,20
0,20
6,20
0,20
7,20
2,20
7,20
3,20
0,20
2,20
7,20
3,20
1,20
9,20
6,20
0,20
8,20
6,20
7,20
0,20
3,20
3,20
6,20
4,20
9,20
6,20
0,20
2,20
9,20
4,20
7,20
4,20
8,20
1,20
8,20
8,20
9,20
8,20
9,20
4,20
0,20
4,20
4,20
9,20
0,20
9,20
3,20
6,20
3,20
2,20
0,20
3,20
0,20
4,20
8,20
2,20
8,20
4,20
8,20
5,20
9,20
3,20
0,20
4,20
1,20
4,20
0,20
8,20
0,20
0,20
4,20
9,20
0,20
6,20
3,20
3,20
8,20
4,20
9,20
7,20
8,20
3,20
4,20
3,20
2,20
1,20
2,20
6,20
3,20
3,20
9,20
1,20
4,20
2,20
1,20
0,20
1,20
8,20
2,20
1,20
3,20
9,20
7,20
4,20
1,20
5,20
5,20
6,20
2,20
5,20
9,20
6,20
6,20
9,20
3,20
3,20
3,20
6,20
3,20
8,20
5,20
8,20
0,20
6,20
0,20
6,20
1,20
5,20
5,20
9,20
1,20
0,20
2,20
8,20
3,20
7,20
0,20
1,20
1,20
9,20
4,20
0,20
0,20
8,20
4,20
6,20
1,20
5,20
9,20
5,20
9,20
2,20
3,20
8,20
0,20
0,20
4,20
4,20
1,20
6,20
8,20
8,20
4,20
4,20
7,20
4,20
4,20
3,20
8,20
1,20
7,20
1,20
4,20
9,20
0,20
8,20
7,20
1,20
9,20
2,20
9,20
8,20
8,20
7,20
9,20
5,20
1,20
3,20
3,20
3,20
7,20
7,20
3,20
0,20
5,20
1,20
7,20
8,20
0,20
0,20
2,20
1,20
4,20
8,20
5,20
8,20
6,20
2,20
2,20
7,20
6,20
7,20
4,20
2,20
7,20
2,20
2,20
2,20
3,20
8,20
7,20
3,20
1,20
6,20
0,20
2,20
8,20
1,20
4,20
5,20
1,20
3,20
4,20
0,20
5,20
2,20
5,20
6,20
6,20
3,20
6,20
9,20
3,20
8,20
0,20
3,20
2,20
4,20
9,20
0,20
3,20
9,20
5,20
4,20
1,20
1,20
7,20
5,20
1,20
5,20
0,20
9,20
7,20
1,20
3,20
2,20
7,20
6,20
7,20
5,20
4,20
9,20
8,20
5,20
2,20
9,20
4,20
5,20
0,20
2,20
1,20
2,20
4,20
9,20
3,20
9,20
8,20
7,20
3,20
2,20
3,20
8,20
1,20
1,20
9,20
9,20
2,20
2,20
8,20
7,20
4,20
2,20
0,20
1,20
3,20
6,20
7,20
7,20
0,20
4,20
3,20
9,20
5,20
8,20
7,20
4,20
7,20
8,20
9,20
1,20
5,20
9,20
4,20
2,20
3,20
7,20
3,20
4,20
3,20
5,20
1,20
6,20
5,20
7,20
8,20
9,20
7,20
3,20
9,20
3,20
8,20
8,20
4,20
2,20
6,20
9,20
9,20
0,20
3,20
8,20
2,20
8,20
5,20
0,20
7,20
0,20
8,20
2,20
8,20
4,20
2,20
8,20
1,20
4,20
6,20
7,20
4,20
9,20
0,20
1,20
0,20
9,20
7,20
0,20
0,20
4,20
1,20
6,20
6,20
2,20
7,20
8,20
8,20
0,20
1,20
4,20
4,20
8,20
6,20
9,20
4,20
4,20
7,20
7,20
4,20
8,20
8,20
1,20
3,20
1,20
3,20
2,20
1,20
6,20
0,20
3,20
6,20
1,20
9,20
6,20
3,20
9,20
2,20
9,20
3,20
8,20
4,20
8,20
9,20
0,20
6,20
4,20
5,20
2,20
3,20
7,20
5,20
8,20
8,20
9,20
3,20
3,20
7,20
6,20
3,20
5,20
0,20
6,20
2,20
2,20
9,20
7,20
3,20
6,20
8,20
4,20
9,20
7,20
0,20
4,20
4,20
2,20
8,20
6,20
3,20
0,20
1,20
4,20
5,20
6,20
5,20
7,20
5,20
3,20
3,20
2,20
8,20
5,20
2,20
4,20
3,20
0,20
3,20
3,20
9,20
8,20
5,20
9,20
9,20
0,20
6,20
7,20
4,20
2,20
5,20
2,20
7,20
0,20
3,20
1,20
2,20
9,20
2,20
6,20
8,20
9,20
1,20
7,20
6,20
9,20
7,20
4,20
6,20
4,20
9,20
2,20
8,20
5,20
0,20
4,20
5,20
6,20
1,20
2,20
1,20
5,20
1,20
1,20
6,20
3,20
1,20
9,20
1,20
4,20
8,20
9,20
2,20
9,20
6,20
1,20
0,20
2,20
1,20
2,20
3,20
8,20
8,20
2,20
9,20
4,20
6,20
7,20
9,20
3,20
4,20
0,20
4,20
2,20
2,20
0,20
5,20
7,20
0,20
3,20
3,20
7,20
6,20
1,20
6,20
1,20
0,20
8,20
3,20
1,20
8,20
2,20
2,20
7,20
9,20
1,20
4,20
8,20
4,20
0,20
8,20
0,20
4,20
0,20
0,20
3,20
5,20
4,20
0,20
0,20
1,20
2,20
2,20
3,20
3,20
2,20
0,20
8,20
1,20
2,20
3,20
9,20
7,20
6,20
0,20
5,20
2,20
4,20
4,20
6,20
4,20
0,20
5,20
0,20
3,20
5,20
8,20
8,20
2,20
6,20
0,20
4,20
3,20
1,20
6,20
4,20
3,20
9,20
5,20
1,20
7,20
6,20
3,20
8,20
9,20
7,20
5,20
8,20
8,20
9,20
5,20
9,20
3,20
3,20
4,20
8,20
4,20
1,20
2,20
1,20
2,20
1,20
2,20
2,20
1,20
3,20
7,20
4,20
5,20
3,20
2,20
9,20
0,20
1,20
6,20
7,20
5,20
2,20
1,20
4,20
4,20
2,20
7,20
9,20
0,20
1,20
3,20
0,20
1,20
0,20
3,20
4,20
9,20
3,20
6,20
6,20
9,20
8,20
0,20
0,20
0,20
7,20
1,20
7,20
1,20
9,20
8,20
1,20
4,20
1,20
0,20
7,20
4,20
9,20
4,20
2,20
7,20
3,20
1,20
2,20
5,20
9,20
6,20
3,20
6,20
2,20
2,20
4,20
8,20
8,20
2,20
1,20
0,20
9,20
3,20
1,20
6,20
9,20
3,20
2,20
8,20
5,20
9,20
6,20
5,20
7,20
1,20
3,20
2,20
2,20
3,20
8,20
0,20
8,20
1,20
9,20
7,20
2,20
7,20
2,20
9,20
8,20
0,20
0,20
4,20
3,20
5,20
2,20
0,20
2,20
8,20
2,20
4,20
8,20
3,20
6,20
0,20
5,20
8,20
7,20
5,20
3,20
7,20
5,20
1,20
0,20
8,20
5,20
0,20
7,20
9,20
7,20
8,20
6,20
3,20
3,20
5,20
2,20
6,20
0,20
6,20
4,20
0,20
1,20
3,20
7,20
8,20
2,20
4,20
9,20
7,20
4,20
9,20
2,20
7,20
4,20
3,20
1,20
4,20
2,20
1,20
4,20
3,20
4,20
3,20
3,20
3,20
3,20
9,20
2,20
1,20
9,20
6,20
5,20
7,20
7,20
2,20
4,20
7,20
7,20
0,20
1,20
4,20
6,20
7,20
9,20
9,20
9,20
7,20
8,20
8,20
7,20
5,20
4,20
3,20
6,20
1,20
6,20
1,20
3,20
7,20
7,20
1,20
8,20
2,20
3,20
8,20
7,20
9,20
4,20
5,20
5,20
5,20
5,20
7,20
2,20
3,20
4,20
6,20
9,20
8,20
3,20
4,20
0,20
0,20
7,20
9,20
6,20
2,20
6,20
9,20
3,20
3,20
6,20
5,20
5,20
6,20
1,20
1,20
4,20
7,20
6,20
1,20
9,20
9,20
8,20
0,20
6,20
3,20
9,20
9,20
7,20
2,20
3,20
9,20
9,20
0,20
1,20
3,20
1,20
1,20
3,20
0,20
1,20
9,20
8,20
8,20
2,20
2,20
3,20
4,20
2,20
9,20
9,20
1,20
5,20
7,20
6,20
7,20
8,20
8,20
1,20
6,20
2,20
0,20
8,20
6,20
5,20
0,20
7,20
2,20
8,20
5,20
1,20
1,20
2,20
4,20
7,20
3,20
5,20
9,20
0,20
9,20
2,20
8,20
3,20
5,20
0,20
0,20
3,20
9,20
0,20
4,20
5,20
0,20
9,20
6,20
1,20
6,20
8,20
5,20
0,20
1,20
1,20
6,20
2,20
4,20
0,20
8,20
0,20
2,20
9,20
5,20
0,20
0,20
3,20
9,20
3,20
5,20
3,20
8,20
4,20
6,20
2,20
2,20
2,20
6,20
0,20
3,20
5,20
3,20
8,20
0,20
3,20
3,20
8,20
0,20
9,20
1,20
7,20
1,20
5,20
3,20
9,20
5,20
3,20
1,20
0,20
3,20
0,20
6,20
2,20
1,20
0,20
4,20
7,20
2,20
3,20
9,20
2,20
2,20
1,20
2,20
4,20
3,20
1,20
0,20
4,20
0,20
1,20
0,20
0,20
5,20
5,20
1,20
0,20
5,20
0,20
3,20
2,20
8,20
3,20
8,20
9,20
9,20
6,20
7,20
7,20
2,20
1,20
5,20
8,20
8,20
0,20
2,20
8,20
2,20
6,20
8,20
4,20
9,20
0,20
0,20
3,20
3,20
1,20
5,20
3,20
1,20
0,20
2,20
8,20
0,20
5,20
5,20
8,20
1,20
7,20
9,20
1,20
3,20
9,20
6,20
6,20
0,20
5,20
4,20
2,20
6,20
7,20
2,20
4,20
3,20
9,20
4,20
6,20
0,20
8,20
7,20
3,20
9,20
2,20
1,20
6,20
3,20
8,20
7,20
1,20
9,20
9,20
9,20
6,20
7,20
0,20
1,20
0,20
3,20
1,20
6,20
6,20
1,20
3,20
6,20
3,20
2,20
7,20
5,20
6,20
2,20
2,20
5,20
0,20
4,20
2,20
4,20
6,20
4,20
6,20
0,20
9,20
5,20
3,20
7,20
5,20
2,20
9,20
7,20
9,20
4,20
1,20
4,20
5,20
7,20
9,20
7,20
5,20
0,20
4,20
2,20
5,20
7,20
1,20
6,20
3,20
8,20
6,20
4,20
1,20
9,20
8,20
3,20
7,20
8,20
3,20
1,20
7,20
3,20
0,20
1,20
9,20
1,20
4,20
2,20
2,20
1,20
4,20
7,20
0,20
0,20
6,20
4,20
4,20
5,20
8,20
8,20
2,20
6,20
2,20
8,20
7,20
0,20
3,20
2,20
5,20
1,20
3,20
0,20
5,20
1,20
3,20
6,20
8,20
8,20
0,20
9,20
9,20
8,20
8,20
1,20
1,20
0,20
2,20
6,20
3,20
5,20
5,20
2,20
0,20
7,20
3,20
0,20
9,20
5,20
0,20
8,20
0,20
9,20
1,20
3,20
7,20
1,20
8,20
5,20
1,20
4,20
4,20
4,20
3,20
2,20
8,20
6,20
8,20
6,20
0,20
3,20
6,20
7,20
8,20
1,20
6,20
3,20
4,20
7,20
2,20
3,20
0,20
8,20
6,20
5,20
6,20
6,20
0,20
2,20
1,20
9,20
9,20
2,20
9,20
0,20
0,20
1,20
9,20
5,20
0,20
6,20
9,20
7,20
7,20
7,20
3,20
1,20
1,20
3,20
1,20
7,20
8,20
2,20
2,20
0,20
3,20
3,20
4,20
3,20
3,20
8,20
0,20
9,20
1,20
1,20
5,20
8,20
4,20
5,20
5,20
4,20
4,20
5,20
0,20
1,20
4,20
3,20
0,20
1,20
5,20
3,20
3,20
6,20
8,20
1,20
4,20
6,20
5,20
5,20
8,20
9,20
3,20
9,20
9,20
0,20
9,20
6,20
3,20
0,20
7,20
6,20
9,20
4,20
6,20
3,20
1,20
2,20
7,20
0,20
0,20
8,20
4,20
5,20
9,20
0,20
9,20
2,20
3,20
9,20
9,20
1,20
9,20
4,20
5,20
4,20
7,20
6,20
2,20
9,20
9,20
7,20
4,20
1,20
8,20
9,20
4,20
3,20
6,20
3,20
1,20
5,20
8,20
3,20
0,20
6,20
6,20
2,20
0,20
3,20
8,20
8,20
4,20
8,20
2,20
7,20
8,20
5,20
7,20
1,20
4,20
3,20
9,20
1,20
9,20
5,20
2,20
6,20
5,20
7,20
9,20
7,20
9,20
0,20
2,20
6,20
6,20
8,20
5,20
8,20
6,20
4,20
0,20
3,20
0,20
3,20
8,20
6,20
4,20
7,20
0,20
3,20
9,20
5,20
7,20
7,20
8,20
2,20
1,20
1,20
4,20
9,20
0,20
2,20
4,20
5,20
3,20
4,20
0,20
1,20
7,20
0,20
0,20
2,20
9,20
0,20
9,20
4,20
1,20
4,20
4,20
9,20
0,20
1,20
2,20
6,20
6,20
8,20
7,20
2,20
7,20
3,20
8,20
9,20
4,20
9,20
4,20
2,20
2,20
9,20
9,20
1,20
1,20
3,20
5,20
9,20
5,20
3,20
2,20
9,20
5,20
1,20
4,20
8,20
0,20
6,20
2,20
4,20
9,20
2,20
8,20
8,20
3,20
4,20
9,20
2,20
0,20
7,20
5,20
5,20
1,20
5,20
5,20
5,20
6,20
2,20
1,20
1,20
1,20
8,20
9,20
6,20
3,20
6,20
2,20
1,20
9,20
3,20
6,20
5,20
2,20
2,20
0,20
9,20
9,20
9,20
7,20
1,20
8,20
9,20
3,20
2,20
1,20
0,20
5,20
1,20
3,20
5,20
1,20
5,20
8,20
0,20
6,20
2,20
3,20
7,20
8,20
4,20
2,20
9,20
6,20
1,20
9,20
3,20
2,20
6,20
2,20
4,20
2,20
4,20
1,20
2,20
0,20
4,20
9,20
6,20
3,20
8,20
3,20
8,20
3,20
7,20
2,20
0,20
3,20
7,20
0,20
7,20
0,20
2,20
7,20
9,20
9,20
6,20
3,20
2,20
0,20
6,20
0,20
1,20
6,20
5,20
1,20
4,20
2,20
1,20
3,20
0,20
1,20
6,20
8,20
0,20
7,20
9,20
8,20
6,20
7,20
7,20
3,20
5,20
5,20
1,20
5,20
7,20
7,20
1,20
3,20
2,20
2,20
3,20
9,20
5,20
1,20
3,20
1,20
2,20
2,20
3,20
3,20
9,20
9,20
8,20
5,20
3,20
3,20
2,20
4,20
7,20
6,20
7,20
5,20
0,20
8,20
5,20
7,20
3,20
1,20
7,20
5,20
2,20
8,20
9,20
3,20
7,20
3,20
2,20
1,20
1,20
0,20
2,20
9,20
2,20
3,20
5,20
9,20
3,20
6,20
0,20
1,20
7,20
7,20
3,20
2,20
4,20
2,20
0,20
6,20
5,20
2,20
1,20
3,20
1,20
0,20
0,20
6,20
0,20
0,20
2,20
3,20
3,20
9,20
6,20
8,20
0,20
9,20
6,20
5,20
1,20
9,20
9,20
3,20
1,20
9,20
8,20
1,20
0,20
4,20
1,20
9,20
5,20
4,20
5,20
7,20
7,20
7,20
0,20
8,20
2,20
1,20
7,20
8,20
9,20
8,20
2,20
4,20
0,20
3,20
2,20
3,20
0,20
5,20
9,20
2,20
9,20
5,20
7,20
4,20
3,20
0,20
9,20
3,20
1,20
9,20
4,20
3,20
4,20
3,20
2,20
3,20
9,20
3,20
1,20
2,20
1,20
8,20
0,20
9,20
9,20
0,20
8,20
7,20
7,20
9,20
8,20
8,20
1,20
9,20
3,20
2,20
2,20
1,20
7,20
2,20
1,20
5,20
1,20
0,20
3,20
1,20
8,20
2,20
5,20
5,20
3,20
8,20
0,20
2,20
0,20
9,20
7,20
8,20
1,20
3,20
5,20
3,20
5,20
5,20
1,20
9,20
9,20
9,20
2,20
4,20
9,20
0,20
3,20
6,20
3,20
0,20
0,20
8,20
7,20
2,20
1,20
5,20
8,20
9,20
0,20
6,20
2,20
0,20
9,20
8,20
1,20
8,20
6,20
2,20
3,20
0,20
4,20
2,20
8,20
7,20
4,20
0,20
5,20
5,20
5,20
3,20
1,20
2,20
9,20
1,20
3,20
8,20
7,20
0,20
8,20
4,20
5,20
5,20
6,20
1,20
1,20
4,20
6,20
3,20
1,20
4,20
8,20
5,20
9,20
0,20
3,20
9,20
1,20
8,20
3,20
3,20
3,20
9,20
8,20
4,20
4,20
1,20
8,20
2,20
6,20
8,20
8,20
8,20
0,20
3,20
9,20
9,20
9,20
7,20
7,20
4,20
3,20
3,20
7,20
5,20
7,20
3,20
2,20
6,20
2,20
0,20
9,20
2,20
0,20
8,20
2,20
6,20
6,20
8,20
3,20
0,20
7,20
6,20
6,20
3,20
7,20
2,20
5,20
9,20
3,20
1,20
6,20
1,20
3,20
6,20
8,20
8,20
1,20
3,20
7,20
4,20
1,20
8,20
6,20
4,20
1,20
