top-1 output,BFA iteration
1,11
4,11
1,11
2,11
7,11
9,11
7,11
9,11
3,11
1,11
8,11
1,11
6,11
8,11
1,11
8,11
4,11
6,11
9,11
7,11
8,11
0,11
8,11
3,11
5,11
0,11
0,11
2,11
5,11
7,11
2,11
5,11
1,11
1,11
9,11
8,11
8,11
2,11
3,11
9,11
1,11
0,11
7,11
1,11
1,11
1,11
0,11
7,11
7,11
1,11
4,11
3,11
5,11
1,11
5,11
8,11
8,11
5,11
7,11
8,11
9,11
1,11
5,11
5,11
2,11
8,11
6,11
1,11
5,11
8,11
4,11
3,11
4,11
1,11
4,11
4,11
7,11
1,11
6,11
2,11
7,11
5,11
7,11
2,11
7,11
6,11
7,11
8,11
1,11
1,11
6,11
3,11
2,11
4,11
2,11
2,11
1,11
8,11
2,11
6,11
9,11
5,11
2,11
3,11
5,11
3,11
3,11
9,11
7,11
2,11
3,11
0,11
2,11
9,11
2,11
9,11
9,11
4,11
3,11
0,11
2,11
9,11
2,11
8,11
4,11
9,11
8,11
9,11
2,11
5,11
8,11
1,11
5,11
0,11
9,11
1,11
6,11
3,11
6,11
3,11
8,11
8,11
5,11
0,11
0,11
2,11
1,11
8,11
9,11
3,11
6,11
9,11
2,11
1,11
2,11
6,11
6,11
0,11
0,11
9,11
1,11
3,11
8,11
7,11
9,11
3,11
3,11
1,11
7,11
9,11
9,11
5,11
8,11
9,11
5,11
6,11
2,11
0,11
2,11
9,11
7,11
1,11
3,11
5,11
4,11
8,11
4,11
3,11
9,11
5,11
2,11
4,11
1,11
6,11
9,11
3,11
6,11
8,11
9,11
4,11
0,11
1,11
2,11
0,11
5,11
0,11
0,11
1,11
9,11
9,11
5,11
5,11
7,11
9,11
7,11
9,11
6,11
2,11
7,11
0,11
8,11
4,11
5,11
0,11
5,11
1,11
9,11
3,11
9,11
2,11
6,11
4,11
1,11
9,11
2,11
9,11
8,11
2,11
2,11
9,11
8,11
1,11
0,11
9,11
0,11
9,11
7,11
8,11
2,11
9,11
6,11
7,11
7,11
4,11
8,11
8,11
2,11
1,11
7,11
6,11
2,11
3,11
5,11
7,11
0,11
1,11
7,11
0,11
2,11
9,11
5,11
5,11
8,11
4,11
3,11
3,11
0,11
1,11
1,11
2,11
5,11
0,11
3,11
3,11
0,11
8,11
3,11
2,11
6,11
6,11
0,11
3,11
9,11
7,11
0,11
9,11
2,11
8,11
7,11
7,11
7,11
7,11
0,11
6,11
9,11
0,11
0,11
1,11
2,11
7,11
8,11
9,11
5,11
0,11
4,11
3,11
1,11
1,11
0,11
1,11
3,11
7,11
4,11
0,11
7,11
6,11
0,11
0,11
2,11
6,11
2,11
2,11
2,11
2,11
6,11
6,11
7,11
1,11
8,11
6,11
9,11
4,11
9,11
5,11
9,11
7,11
3,11
4,11
3,11
1,11
8,11
9,11
8,11
6,11
3,11
2,11
1,11
3,11
2,11
2,11
7,11
7,11
9,11
2,11
1,11
9,11
8,11
5,11
0,11
9,11
3,11
2,11
1,11
6,11
9,11
3,11
8,11
3,11
5,11
9,11
4,11
3,11
0,11
9,11
9,11
8,11
1,11
0,11
1,11
5,11
1,11
8,11
8,11
6,11
3,11
9,11
6,11
8,11
3,11
8,11
0,11
2,11
4,11
9,11
6,11
1,11
2,11
9,11
8,11
3,11
7,11
5,11
6,11
9,11
6,11
0,11
4,11
4,11
6,11
9,11
4,11
1,11
9,11
4,11
1,11
3,11
2,11
5,11
9,11
6,11
0,11
1,11
1,11
5,11
2,11
7,11
7,11
0,11
9,11
9,11
2,11
7,11
2,11
1,11
8,11
5,11
3,11
9,11
1,11
8,11
1,11
6,11
0,11
7,11
4,11
6,11
2,11
1,11
2,11
9,11
2,11
9,11
7,11
0,11
9,11
4,11
7,11
3,11
7,11
2,11
7,11
3,11
6,11
3,11
6,11
9,11
0,11
9,11
6,11
4,11
9,11
0,11
9,11
5,11
1,11
8,11
5,11
9,11
8,11
8,11
5,11
0,11
8,11
2,11
9,11
5,11
6,11
0,11
3,11
2,11
2,11
2,11
5,11
3,11
9,11
2,11
0,11
7,11
8,11
9,11
9,11
5,11
8,11
3,11
5,11
4,11
2,11
3,11
1,11
8,11
5,11
1,11
6,11
0,11
4,11
7,11
2,11
8,11
0,11
5,11
4,11
4,11
1,11
2,11
9,11
6,11
7,11
4,11
9,11
2,11
8,11
6,11
8,11
6,11
1,11
0,11
0,11
2,11
8,11
9,11
3,11
4,11
0,11
9,11
7,11
6,11
3,11
9,11
1,11
1,11
2,11
6,11
6,11
3,11
3,11
1,11
2,11
7,11
0,11
3,11
7,11
0,11
8,11
5,11
1,11
4,11
0,11
4,11
3,11
8,11
0,11
5,11
0,11
3,11
9,11
3,11
0,11
3,11
8,11
9,11
6,11
9,11
2,11
3,11
5,11
1,11
8,11
6,11
7,11
3,11
2,11
3,11
0,11
0,11
1,11
2,11
4,11
5,11
9,11
8,11
5,11
7,11
7,11
0,11
6,11
0,11
9,11
0,11
1,11
8,11
9,11
9,11
1,11
1,11
9,11
4,11
7,11
2,11
2,11
0,11
1,11
9,11
9,11
8,11
1,11
9,11
6,11
2,11
9,11
0,11
3,11
5,11
3,11
3,11
2,11
9,11
2,11
4,11
0,11
9,11
1,11
7,11
5,11
5,11
1,11
5,11
9,11
4,11
8,11
0,11
8,11
9,11
0,11
9,11
6,11
9,11
9,11
0,11
2,11
0,11
0,11
6,11
7,11
2,11
8,11
0,11
9,11
0,11
3,11
3,11
3,11
2,11
3,11
8,11
1,11
2,11
6,11
0,11
0,11
8,11
4,11
2,11
3,11
0,11
6,11
5,11
6,11
0,11
7,11
1,11
1,11
2,11
7,11
2,11
2,11
8,11
0,11
3,11
8,11
4,11
7,11
9,11
7,11
1,11
7,11
5,11
8,11
6,11
4,11
0,11
9,11
2,11
2,11
5,11
1,11
2,11
8,11
0,11
0,11
8,11
5,11
9,11
7,11
4,11
6,11
2,11
1,11
8,11
8,11
8,11
7,11
9,11
3,11
3,11
0,11
1,11
0,11
7,11
7,11
1,11
0,11
9,11
8,11
3,11
7,11
7,11
0,11
6,11
4,11
1,11
1,11
8,11
1,11
1,11
3,11
5,11
2,11
7,11
7,11
6,11
6,11
1,11
7,11
1,11
3,11
2,11
7,11
5,11
1,11
9,11
1,11
5,11
9,11
9,11
2,11
0,11
6,11
1,11
7,11
7,11
2,11
4,11
5,11
2,11
1,11
9,11
7,11
3,11
3,11
7,11
3,11
8,11
5,11
6,11
9,11
0,11
1,11
6,11
7,11
0,11
2,11
2,11
5,11
9,11
2,11
4,11
7,11
9,11
9,11
7,11
5,11
6,11
5,11
1,11
2,11
9,11
2,11
8,11
1,11
4,11
2,11
5,11
8,11
0,11
7,11
2,11
0,11
5,11
4,11
4,11
7,11
8,11
3,11
6,11
3,11
5,11
6,11
6,11
5,11
1,11
0,11
6,11
6,11
0,11
9,11
2,11
3,11
3,11
0,11
3,11
8,11
2,11
3,11
0,11
5,11
6,11
5,11
8,11
9,11
3,11
7,11
4,11
8,11
8,11
7,11
3,11
7,11
3,11
5,11
9,11
6,11
6,11
3,11
9,11
5,11
1,11
8,11
0,11
1,11
6,11
4,11
5,11
6,11
8,11
3,11
1,11
4,11
9,11
1,11
0,11
0,11
9,11
9,11
1,11
7,11
9,11
4,11
1,11
2,11
2,11
4,11
5,11
7,11
1,11
7,11
1,11
9,11
1,11
4,11
4,11
6,11
6,11
5,11
1,11
7,11
4,11
7,11
7,11
9,11
4,11
0,11
1,11
4,11
9,11
5,11
9,11
0,11
2,11
7,11
9,11
3,11
2,11
8,11
6,11
1,11
6,11
8,11
4,11
5,11
9,11
6,11
8,11
0,11
7,11
8,11
4,11
5,11
6,11
1,11
2,11
8,11
9,11
9,11
9,11
9,11
3,11
1,11
7,11
8,11
0,11
1,11
5,11
7,11
9,11
4,11
0,11
9,11
3,11
1,11
9,11
3,11
2,11
4,11
0,11
4,11
6,11
4,11
3,11
5,11
9,11
6,11
6,11
2,11
2,11
4,11
8,11
4,11
1,11
0,11
4,11
4,11
7,11
1,11
5,11
5,11
8,11
9,11
8,11
8,11
4,11
7,11
1,11
6,11
6,11
1,11
8,11
8,11
5,11
5,11
0,11
3,11
9,11
0,11
5,11
0,11
3,11
7,11
4,11
9,11
0,11
1,11
8,11
2,11
2,11
8,11
2,11
0,11
5,11
3,11
2,11
7,11
3,11
6,11
9,11
1,11
8,11
2,11
9,11
5,11
1,11
2,11
2,11
1,11
4,11
0,11
8,11
6,11
1,11
0,11
8,11
7,11
7,11
5,11
3,11
0,11
2,11
8,11
7,11
4,11
8,11
9,11
4,11
2,11
1,11
1,11
5,11
6,11
9,11
9,11
3,11
6,11
2,11
5,11
0,11
4,11
9,11
0,11
8,11
8,11
6,11
4,11
8,11
1,11
6,11
3,11
4,11
1,11
4,11
6,11
9,11
7,11
3,11
7,11
6,11
3,11
6,11
9,11
6,11
7,11
5,11
1,11
8,11
2,11
8,11
3,11
8,11
3,11
9,11
1,11
3,11
6,11
3,11
3,11
6,11
8,11
9,11
6,11
9,11
2,11
1,11
0,11
5,11
7,11
8,11
1,11
7,11
2,11
5,11
0,11
0,11
9,11
3,11
6,11
8,11
9,11
8,11
3,11
7,11
0,11
0,11
2,11
6,11
1,11
6,11
2,11
1,11
1,11
3,11
0,11
7,11
4,11
4,11
3,11
3,11
5,11
3,11
3,11
0,11
2,11
4,11
1,11
2,11
9,11
5,11
2,11
3,11
2,11
7,11
9,11
9,11
9,11
9,11
8,11
9,11
8,11
2,11
9,11
8,11
7,11
9,11
5,11
5,11
0,11
9,11
5,11
7,11
9,11
1,11
9,11
4,11
1,11
4,11
8,11
4,11
6,11
9,11
7,11
2,11
3,11
1,11
2,11
1,11
9,11
1,11
0,11
5,11
9,11
5,11
2,11
0,11
8,11
0,11
2,11
7,11
6,11
0,11
2,11
2,11
0,11
1,11
8,11
3,11
2,11
2,11
9,11
0,11
0,11
2,11
8,11
6,11
6,11
0,11
1,11
2,11
8,11
7,11
0,11
2,11
0,11
6,11
5,11
5,11
1,11
4,11
5,11
2,11
4,11
9,11
6,11
9,11
9,11
2,11
3,11
9,11
6,11
8,11
9,11
8,11
9,11
7,11
8,11
0,11
0,11
8,11
7,11
8,11
7,11
6,11
2,11
2,11
9,11
3,11
9,11
7,11
5,11
5,11
3,11
7,11
0,11
8,11
6,11
1,11
9,11
7,11
1,11
2,11
8,11
2,11
8,11
2,11
1,11
3,11
8,11
4,11
7,11
5,11
5,11
2,11
3,11
8,11
9,11
3,11
7,11
5,11
6,11
5,11
1,11
2,11
7,11
3,11
0,11
0,11
1,11
3,11
8,11
6,11
3,11
9,11
2,11
2,11
9,11
7,11
8,11
0,11
8,11
3,11
3,11
0,11
0,11
1,11
5,11
7,11
0,11
3,11
5,11
9,11
9,11
9,11
5,11
5,11
1,11
1,11
2,11
7,11
6,11
8,11
8,11
2,11
7,11
0,11
9,11
7,11
9,11
1,11
5,11
9,11
9,11
4,11
7,11
5,11
3,11
6,11
7,11
7,11
0,11
4,11
9,11
5,11
5,11
6,11
1,11
6,11
6,11
5,11
2,11
7,11
8,11
4,11
7,11
8,11
1,11
4,11
8,11
9,11
4,11
5,11
7,11
8,11
6,11
9,11
3,11
3,11
6,11
4,11
0,11
3,11
1,11
0,11
4,11
1,11
5,11
6,11
0,11
6,11
1,11
8,11
7,11
7,11
0,11
7,11
6,11
6,11
0,11
1,11
5,11
1,11
5,11
9,11
8,11
6,11
4,11
4,11
2,11
6,11
5,11
3,11
5,11
2,11
3,11
7,11
4,11
6,11
8,11
4,11
8,11
1,11
9,11
0,11
7,11
9,11
7,11
7,11
7,11
4,11
8,11
7,11
7,11
6,11
3,11
6,11
8,11
0,11
4,11
9,11
0,11
7,11
2,11
7,11
1,11
6,11
8,11
5,11
5,11
2,11
2,11
3,11
2,11
3,11
2,11
0,11
8,11
5,11
6,11
3,11
9,11
5,11
5,11
4,11
2,11
3,11
4,11
0,11
2,11
0,11
6,11
4,11
3,11
9,11
3,11
8,11
1,11
9,11
7,11
0,11
6,11
3,11
6,11
2,11
0,11
2,11
6,11
2,11
2,11
2,11
3,11
1,11
2,11
1,11
9,11
2,11
5,11
2,11
2,11
2,11
8,11
4,11
1,11
7,11
1,11
8,11
3,11
2,11
1,11
5,11
0,11
6,11
4,11
1,11
2,11
6,11
4,11
2,11
8,11
9,11
4,11
6,11
5,11
5,11
8,11
8,11
0,11
4,11
3,11
0,11
2,11
1,11
4,11
8,11
2,11
0,11
2,11
4,11
1,11
5,11
2,11
3,11
9,11
5,11
0,11
5,11
5,11
5,11
3,11
6,11
3,11
8,11
9,11
7,11
1,11
1,11
2,11
3,11
7,11
5,11
9,11
4,11
2,11
8,11
2,11
3,11
2,11
0,11
9,11
1,11
3,11
4,11
9,11
3,11
9,11
7,11
1,11
9,11
9,11
7,11
8,11
5,11
5,11
8,11
9,11
5,11
8,11
3,11
0,11
8,11
1,11
1,11
2,11
7,11
6,11
7,11
3,11
9,11
9,11
1,11
6,11
0,11
3,11
3,11
0,11
3,11
3,11
8,11
1,11
5,11
7,11
5,11
6,11
3,11
1,11
5,11
1,11
6,11
3,11
3,11
8,11
4,11
8,11
4,11
1,11
3,11
0,11
2,11
6,11
8,11
9,11
5,11
1,11
4,11
2,11
7,11
2,11
4,11
8,11
3,11
0,11
0,11
4,11
6,11
3,11
0,11
9,11
0,11
3,11
7,11
3,11
9,11
4,11
3,11
7,11
4,11
1,11
0,11
1,11
1,11
1,11
1,11
8,11
5,11
3,11
9,11
5,11
5,11
3,11
9,11
4,11
8,11
2,11
5,11
1,11
6,11
5,11
1,11
2,11
0,11
1,11
3,11
1,11
3,11
4,11
3,11
3,11
7,11
0,11
5,11
6,11
0,11
0,11
4,11
2,11
4,11
3,11
6,11
8,11
2,11
8,11
3,11
4,11
6,11
0,11
6,11
2,11
2,11
3,11
3,11
9,11
8,11
2,11
8,11
3,11
8,11
9,11
9,11
3,11
7,11
4,11
4,11
0,11
2,11
3,11
3,11
3,11
0,11
3,11
5,11
3,11
7,11
2,11
6,11
4,11
0,11
7,11
7,11
7,11
2,11
7,11
6,11
2,11
9,11
8,11
1,11
7,11
5,11
0,11
9,11
3,11
3,11
3,11
6,11
4,11
0,11
6,11
7,11
4,11
9,11
2,11
3,11
1,11
8,11
2,11
7,11
8,11
9,11
1,11
4,11
1,11
9,11
8,11
0,11
9,11
7,11
1,11
7,11
8,11
7,11
6,11
7,11
3,11
0,11
5,11
3,11
7,11
9,11
9,11
6,11
5,11
9,11
3,11
8,11
3,11
8,11
6,11
6,11
7,11
5,11
1,11
8,11
4,11
8,11
7,11
2,11
3,11
6,11
4,11
4,11
0,11
3,11
3,11
6,11
0,11
6,11
5,11
2,11
1,11
1,11
2,11
6,11
6,11
6,11
1,11
9,11
1,11
4,11
9,11
7,11
4,11
4,11
4,11
7,11
8,11
2,11
8,11
5,11
6,11
2,11
2,11
0,11
6,11
1,11
6,11
6,11
3,11
5,11
1,11
4,11
2,11
9,11
9,11
9,11
1,11
9,11
2,11
6,11
5,11
8,11
5,11
5,11
4,11
7,11
2,11
8,11
2,11
9,11
3,11
1,11
9,11
4,11
0,11
4,11
7,11
2,11
3,11
2,11
8,11
2,11
5,11
4,11
2,11
6,11
2,11
0,11
8,11
4,11
5,11
6,11
3,11
8,11
3,11
6,11
4,11
7,11
0,11
3,11
2,11
0,11
8,11
6,11
9,11
0,11
3,11
9,11
2,11
7,11
8,11
0,11
4,11
1,11
4,11
6,11
9,11
9,11
1,11
6,11
6,11
9,11
3,11
2,11
9,11
9,11
5,11
7,11
7,11
7,11
8,11
7,11
2,11
8,11
6,11
1,11
6,11
2,11
1,11
8,11
9,11
3,11
2,11
3,11
5,11
0,11
9,11
0,11
0,11
3,11
8,11
9,11
7,11
9,11
2,11
2,11
3,11
8,11
2,11
7,11
3,11
0,11
9,11
0,11
8,11
5,11
5,11
7,11
9,11
5,11
9,11
3,11
4,11
0,11
6,11
6,11
4,11
3,11
1,11
6,11
9,11
2,11
9,11
6,11
1,11
7,11
9,11
6,11
4,11
2,11
7,11
1,11
4,11
5,11
2,11
8,11
0,11
8,11
1,11
1,11
6,11
2,11
4,11
8,11
5,11
2,11
0,11
7,11
4,11
8,11
3,11
5,11
4,11
1,11
3,11
8,11
5,11
6,11
8,11
6,11
7,11
1,11
7,11
9,11
3,11
3,11
2,11
1,11
3,11
2,11
0,11
9,11
1,11
8,11
5,11
8,11
8,11
4,11
6,11
3,11
8,11
5,11
9,11
8,11
3,11
4,11
9,11
8,11
7,11
4,11
9,11
4,11
7,11
0,11
8,11
6,11
4,11
0,11
8,11
8,11
8,11
6,11
0,11
5,11
8,11
3,11
8,11
8,11
0,11
3,11
1,11
9,11
9,11
2,11
7,11
5,11
7,11
0,11
2,11
8,11
7,11
1,11
2,11
9,11
6,11
3,11
3,11
0,11
2,11
0,11
9,11
9,11
1,11
2,11
9,11
3,11
1,11
9,11
8,11
1,11
0,11
7,11
2,11
3,11
1,11
0,11
2,11
6,11
4,11
6,11
6,11
3,11
1,11
5,11
9,11
5,11
7,11
7,11
7,11
7,11
1,11
2,11
7,11
1,11
2,11
7,11
9,11
6,11
0,11
8,11
9,11
1,11
0,11
1,11
9,11
6,11
4,11
7,11
2,11
8,11
5,11
6,11
5,11
3,11
5,11
2,11
2,11
0,11
8,11
0,11
9,11
9,11
6,11
4,11
0,11
1,11
6,11
5,11
2,11
8,11
5,11
7,11
6,11
7,11
2,11
7,11
7,11
8,11
2,11
3,11
2,11
0,11
9,11
9,11
0,11
0,11
0,11
5,11
2,11
6,11
1,11
3,11
3,11
7,11
5,11
1,11
8,11
4,11
4,11
3,11
7,11
0,11
2,11
4,11
4,11
0,11
5,11
7,11
1,11
8,11
3,11
2,11
8,11
6,11
9,11
1,11
0,11
5,11
2,11
2,11
0,11
0,11
3,11
6,11
1,11
3,11
7,11
2,11
5,11
0,11
7,11
4,11
9,11
6,11
6,11
0,11
8,11
0,11
5,11
5,11
8,11
0,11
3,11
5,11
0,11
7,11
0,11
8,11
6,11
8,11
0,11
3,11
2,11
0,11
5,11
7,11
2,11
6,11
4,11
6,11
0,11
2,11
2,11
0,11
6,11
6,11
4,11
4,11
0,11
8,11
9,11
6,11
4,11
5,11
6,11
0,11
7,11
9,11
3,11
7,11
4,11
3,11
3,11
3,11
0,11
0,11
8,11
7,11
4,11
1,11
3,11
6,11
8,11
0,11
0,11
6,11
7,11
5,11
3,11
6,11
3,11
6,11
6,11
0,11
0,11
3,11
8,11
8,11
2,11
2,11
0,11
3,11
6,11
0,11
3,11
6,11
1,11
9,11
2,11
0,11
0,11
3,11
9,11
0,11
8,11
8,11
9,11
8,11
9,11
8,11
0,11
6,11
2,11
5,11
4,11
7,11
8,11
5,11
9,11
5,11
4,11
3,11
7,11
4,11
0,11
0,11
9,11
0,11
1,11
5,11
6,11
9,11
3,11
4,11
9,11
0,11
9,11
9,11
2,11
8,11
7,11
0,11
9,11
2,11
3,11
6,11
5,11
1,11
2,11
2,11
2,11
3,11
1,11
7,11
2,11
7,11
4,11
8,11
0,11
0,11
1,11
5,11
4,11
0,11
3,11
8,11
3,11
3,11
9,11
1,11
2,11
4,11
9,11
0,11
5,11
7,11
4,11
6,11
3,11
4,11
7,11
2,11
4,11
6,11
0,11
5,11
7,11
4,11
3,11
5,11
7,11
5,11
1,11
7,11
4,11
3,11
6,11
2,11
9,11
0,11
4,11
4,11
7,11
2,11
9,11
0,11
1,11
8,11
3,11
3,11
4,11
9,11
5,11
2,11
7,11
6,11
4,11
9,11
2,11
2,11
7,11
3,11
8,11
3,11
0,11
3,11
9,11
8,11
9,11
3,11
7,11
4,11
8,11
1,11
3,11
4,11
3,11
9,11
8,11
2,11
9,11
7,11
4,11
0,11
4,11
9,11
3,11
4,11
5,11
6,11
4,11
2,11
6,11
9,11
5,11
3,11
7,11
5,11
0,11
3,11
9,11
4,11
1,11
2,11
2,11
0,11
5,11
7,11
7,11
3,11
6,11
7,11
3,11
5,11
1,11
2,11
5,11
6,11
0,11
8,11
7,11
8,11
4,11
3,11
7,11
0,11
2,11
3,11
3,11
7,11
9,11
8,11
2,11
9,11
2,11
1,11
1,11
2,11
9,11
0,11
3,11
0,11
3,11
8,11
9,11
4,11
4,11
6,11
8,11
9,11
3,11
3,11
3,11
7,11
1,11
9,11
8,11
2,11
8,11
3,11
7,11
7,11
8,11
7,11
7,11
1,11
8,11
3,11
2,11
4,11
6,11
1,11
5,11
6,11
4,11
3,11
1,11
0,11
0,11
2,11
9,11
8,11
8,11
3,11
1,11
1,11
6,11
4,11
4,11
4,11
2,11
3,11
7,11
5,11
9,11
5,11
9,11
8,11
7,11
4,11
5,11
6,11
2,11
9,11
6,11
2,11
9,11
4,11
1,11
8,11
0,11
4,11
9,11
1,11
0,11
8,11
8,11
8,11
7,11
3,11
0,11
5,11
6,11
2,11
3,11
8,11
1,11
1,11
4,11
3,11
5,11
9,11
3,11
5,11
8,11
2,11
7,11
1,11
6,11
5,11
9,11
1,11
3,11
6,11
4,11
3,11
5,11
1,11
0,11
3,11
0,11
0,11
9,11
3,11
2,11
2,11
3,11
9,11
5,11
6,11
0,11
0,11
5,11
9,11
9,11
4,11
2,11
0,11
4,11
1,11
9,11
9,11
1,11
2,11
3,11
7,11
6,11
9,11
1,11
6,11
7,11
1,11
0,11
2,11
5,11
8,11
2,11
4,11
4,11
1,11
0,11
8,11
0,11
5,11
9,11
9,11
1,11
1,11
9,11
5,11
3,11
6,11
4,11
4,11
0,11
0,11
3,11
3,11
7,11
1,11
9,11
0,11
3,11
1,11
0,11
6,11
2,11
4,11
9,11
4,11
2,11
0,11
1,11
7,11
2,11
9,11
9,11
3,11
0,11
7,11
5,11
2,11
8,11
9,11
7,11
7,11
5,11
4,11
9,11
7,11
2,11
1,11
9,11
1,11
6,11
8,11
5,11
8,11
8,11
0,11
8,11
0,11
3,11
7,11
7,11
3,11
0,11
0,11
5,11
8,11
5,11
8,11
7,11
8,11
3,11
6,11
9,11
1,11
0,11
1,11
9,11
3,11
5,11
6,11
5,11
8,11
7,11
1,11
9,11
8,11
7,11
8,11
5,11
5,11
6,11
6,11
3,11
2,11
5,11
4,11
6,11
4,11
3,11
2,11
7,11
8,11
3,11
2,11
7,11
0,11
7,11
4,11
4,11
6,11
0,11
6,11
3,11
0,11
2,11
4,11
5,11
3,11
7,11
3,11
6,11
3,11
8,11
8,11
2,11
3,11
7,11
0,11
9,11
8,11
6,11
2,11
7,11
9,11
1,11
7,11
6,11
2,11
3,11
9,11
7,11
6,11
9,11
9,11
4,11
4,11
3,11
0,11
8,11
0,11
5,11
6,11
6,11
2,11
0,11
9,11
7,11
7,11
3,11
1,11
5,11
0,11
8,11
2,11
4,11
4,11
0,11
4,11
3,11
1,11
9,11
0,11
7,11
4,11
9,11
1,11
3,11
9,11
5,11
2,11
0,11
4,11
7,11
2,11
8,11
1,11
1,11
1,11
3,11
7,11
6,11
0,11
5,11
6,11
3,11
8,11
2,11
4,11
6,11
2,11
7,11
0,11
0,11
9,11
5,11
8,11
0,11
6,11
0,11
6,11
4,11
2,11
6,11
8,11
9,11
5,11
1,11
7,11
7,11
6,11
5,11
6,11
3,11
6,11
7,11
9,11
7,11
6,11
2,11
0,11
6,11
2,11
0,11
8,11
1,11
2,11
7,11
3,11
1,11
1,11
1,11
8,11
1,11
7,11
5,11
8,11
1,11
6,11
3,11
1,11
6,11
1,11
6,11
7,11
8,11
9,11
1,11
8,11
8,11
2,11
2,11
3,11
7,11
4,11
9,11
0,11
9,11
7,11
0,11
4,11
3,11
5,11
2,11
5,11
9,11
7,11
6,11
9,11
9,11
3,11
4,11
5,11
2,11
1,11
9,11
9,11
5,11
8,11
3,11
3,11
5,11
8,11
6,11
6,11
6,11
1,11
3,11
4,11
2,11
2,11
8,11
2,11
3,11
9,11
7,11
4,11
4,11
4,11
9,11
6,11
8,11
8,11
9,11
9,11
4,11
6,11
2,11
8,11
7,11
0,11
7,11
0,11
2,11
7,11
0,11
